Sex,isactive,Children,Educations,Age,Position,BirthPlace,InsuranceMonth,Marriage,Height,Unit,Horoscope,gender_retention_rate,education_retention_rate,age_group_retention_rate
Male,1,0,HighSchool,26,Carding,Qom,0,Single,179,Technical,Azar,32.32405892,33.58633776,28.90625
Male,0,0,HighSchool,27,Ring,Qom,0,Single,177,Production,Mehr,32.32405892,33.58633776,33.28748281
Male,0,0,Diploma,28,Passage,Nahavand,30,Single,178,Production,Tir,32.32405892,36.96275072,33.28748281
Female,0,0,Diploma,22,Ring,Qom,0,Married,159,Production,Khordad,38.27993255,36.96275072,28.90625
Male,1,0,PostDiploma,28,Security,Qom,66,Single,182,HR and Office,Bahman,32.32405892,39.78494624,33.28748281
Male,1,0,HighSchool,24,Packing,Qom,30,Single,180,Production,Aban,32.32405892,33.58633776,28.90625
Female,1,2,HighSchool,47,Ring,Ilam,47,Married,157,Production,Esfand,38.27993255,33.58633776,44.7761194
Female,1,0,Bachelor,28,Office,Tehran,1,Single,172,Production,Mehr,38.27993255,40.17094017,33.28748281
Female,1,0,Bachelor,28,Office,Tehran,18,Single,180,Production,Mehr,38.27993255,40.17094017,33.28748281
Male,0,2,Diploma,41,Maintenance and Repairs,Karaj,150,Married,171,Production,Esfand,32.32405892,36.96275072,36.50485437
Female,1,1,Diploma,36,Ring,West Azerbaijan,6,Married,161,Production,Bahman,38.27993255,36.96275072,36.50485437
Male,1,1,HighSchool,33,Maintenance and Repairs,Zanjan,53,Married,175,Production,Khordad,32.32405892,33.58633776,33.28748281
Male,0,0,Diploma,23,Ring,Qom,0,Single,156,Production,Dey,32.32405892,36.96275072,28.90625
Male,0,0,HighSchool,26,Autoconer,Qom,0,Single,171,Production,Shahrivar,32.32405892,33.58633776,28.90625
Male,0,0,Diploma,38,Facilities,Qom,0,Married,166,Production,Mordad,32.32405892,36.96275072,36.50485437
Female,0,0,Bachelor,29,HR and Training,Qom,21,Married,164,HR and Office,Mordad,38.27993255,40.17094017,33.28748281
Female,0,0,HighSchool,28,Laboratory,Ardestan,0,Single,162,HR and Office,Azar,38.27993255,33.58633776,33.28748281
Male,1,0,HighSchool,26,Ring,Qom,7,Single,174,Production,Mordad,32.32405892,33.58633776,28.90625
Male,0,0,PostDiploma,26,Ring,Qom,5,Single,109,Production,Mordad,32.32405892,39.78494624,28.90625
Male,1,1,Bachelor,28,Electronic,Khuzestan,0,Married,176,Production,Farvardin,32.32405892,40.17094017,33.28748281
Male,1,2,Diploma,31,Packing,Isfahan,15,Married,164,Production,Mordad,32.32405892,36.96275072,33.28748281
Male,0,1,Diploma,35,Passage,Zanjan,60,Married,176,Production,Dey,32.32405892,36.96275072,36.50485437
Male,0,1,Bachelor,34,Ring,Glamor,0,Married,176,Production,Farvardin,32.32405892,40.17094017,33.28748281
Female,0,0,Diploma,23,Ring,Qom,0,Single,111,Production,Dey,38.27993255,36.96275072,28.90625
Male,0,0,Bachelor,30,Electronic,Qom,0,Married,176,Production,Bahman,32.32405892,40.17094017,33.28748281
Male,1,0,Bachelor,29,Electronic,Qom,2,Married,174,Production,Aban,32.32405892,40.17094017,33.28748281
Male,0,0,HighSchool,42,Press,Qom,0,Married,173,Production,Shahrivar,32.32405892,33.58633776,44.7761194
Female,1,0,Bachelor,27,Laboratory,Qom,0,Single,162,Production,Shahrivar,38.27993255,40.17094017,33.28748281
Female,1,0,Diploma,22,Ring,Qom,0,Single,160,Production,Khordad,38.27993255,36.96275072,28.90625
Female,1,2,HighSchool,31,Ring,Khuzestan,62,Married,162,Production,Esfand,38.27993255,33.58633776,33.28748281
Male,0,0,HighSchool,27,Ring,Qom,0,Single,168,Production,Mordad,32.32405892,33.58633776,33.28748281
Male,1,2,Diploma,38,Maintenance and Repairs,Tehran,117,Married,174,Production,Ordibehesht,32.32405892,36.96275072,36.50485437
Male,0,0,HighSchool,29,Facilities,Mahns,32,Single,165,Production,Mordad,32.32405892,33.58633776,33.28748281
Female,1,0,HighSchool,26,Ring,Khuzestan,7,Married,163,Production,Farvardin,38.27993255,33.58633776,28.90625
Female,1,0,Diploma,44,Maintenance and Repairs,Qom,0,Married,164,Production,Aban,38.27993255,36.96275072,44.7761194
Male,0,0,Diploma,31,Ring,Qom,48,Married,180,Production,Aban,32.32405892,36.96275072,33.28748281
Male,1,0,Bachelor,29,Electronic,Qom,0,Single,173,Production,Mordad,32.32405892,40.17094017,33.28748281
Male,0,0,HighSchool,28,Facilities,Qom,0,Married,175,Production,Khordad,32.32405892,33.58633776,33.28748281
Female,0,0,HighSchool,30,Ring,Khansar,0,Married,161,Production,Shahrivar,38.27993255,33.58633776,33.28748281
Male,1,0,Bachelor,30,Electronic,Qom,0,Married,177,Production,Esfand,32.32405892,40.17094017,33.28748281
Male,1,0,Diploma,40,Doubling,Yazd,0,Married,174,Production,Shahrivar,32.32405892,36.96275072,36.50485437
Female,0,0,Diploma,44,Ring,Tehran,0,Married,170,Production,Azar,38.27993255,36.96275072,44.7761194
Female,0,0,HighSchool,40,Ring,Qom,0,Married,164,Production,Mordad,38.27993255,33.58633776,36.50485437
Female,0,0,HighSchool,36,Ring,Bardaskan,0,Married,160,Production,Farvardin,38.27993255,33.58633776,36.50485437
Female,1,0,Diploma,30,Ring,Central,0,Single,139,Production,Dey,38.27993255,36.96275072,33.28748281
Female,0,0,HighSchool,19,Ring,Qom,0,Married,92,Production,Dey,38.27993255,33.58633776,46.15384615
Female,0,0,HighSchool,35,Ring,Qom,0,Married,96,Production,Dey,38.27993255,33.58633776,36.50485437
Female,0,0,Diploma,31,Ring,Qom,0,Married,165,Production,Esfand,38.27993255,36.96275072,33.28748281
Female,0,0,Diploma,44,Ring,Qom,0,Married,164,Production,Khordad,38.27993255,36.96275072,44.7761194
Female,0,4,Elementary,31,Ring,Ahwaz,4,Married,162,Production,Bahman,38.27993255,17.67241379,33.28748281
Male,0,0,Elementary,32,Flyer,Susangerd,0,Married,173,Production,Shahrivar,32.32405892,17.67241379,33.28748281
Male,0,0,HighSchool,36,Passage,Qom,126,Married,177,Production,Dey,32.32405892,33.58633776,36.50485437
Male,0,0,Diploma,43,Facilities,Hamadan,0,Married,174,Production,Mehr,32.32405892,36.96275072,44.7761194
Male,0,0,Diploma,38,Security,Qom,0,Married,177,Production,Farvardin,32.32405892,36.96275072,36.50485437
Female,1,0,HighSchool,40,Passage,Fars,0,Married,106,Production,Farvardin,38.27993255,33.58633776,36.50485437
Male,0,0,Diploma,32,Ring,Qom,0,Married,176,Production,Mehr,32.32405892,36.96275072,33.28748281
Male,0,0,PostDiploma,25,Ring,Qom,0,Married,159,Production,Farvardin,32.32405892,39.78494624,28.90625
Female,1,0,Diploma,34,Ring,Hamadan,0,Married,160,Production,Azar,38.27993255,36.96275072,33.28748281
Female,0,0,HighSchool,32,Ring,Kazeroon,0,Married,166,Production,Mordad,38.27993255,33.58633776,33.28748281
Female,0,0,HighSchool,36,Ring,Khorram Abad,0,Married,162,Production,Aban,38.27993255,33.58633776,36.50485437
Female,1,0,HighSchool,41,Ring,Qom,0,Married,164,Production,Shahrivar,38.27993255,33.58633776,36.50485437
Male,0,0,Elementary,31,Press,Qom,0,Married,173,Production,Esfand,32.32405892,17.67241379,33.28748281
Male,0,1,Bachelor,31,Electronic,Qom,17,Married,173,Production,Bahman,32.32405892,40.17094017,33.28748281
Female,0,0,Master,33,HR and Training,Mashhad,0,Single,161,Production,Farvardin,38.27993255,48.38709677,33.28748281
Male,0,0,Diploma,39,Ring,Qom,72,Married,177,Production,Azar,32.32405892,36.96275072,36.50485437
Female,1,0,PostDiploma,42,Laboratory,Qom,0,Married,144,Industrial Engineering,Dey,38.27993255,39.78494624,44.7761194
Female,0,0,Elementary,37,Ring,Qom,0,Married,165,Production,Azar,38.27993255,17.67241379,36.50485437
Female,0,0,PostDiploma,32,Laboratory,Kermanshah,0,Married,102,Production,Dey,38.27993255,39.78494624,33.28748281
Female,0,1,Bachelor,29,Laboratory,Qom,0,Married,163,HR and Office,Bahman,38.27993255,40.17094017,33.28748281
Female,1,0,Diploma,29,Comber,Kohgiluyeh and Boyer Ahmad,0,Single,160,Production,Esfand,38.27993255,36.96275072,33.28748281
Female,1,2,Diploma,32,Flyer,Qom,0,Single,161,Production,Khordad,38.27993255,36.96275072,33.28748281
Female,0,0,Elementary,42,Ring,Qom,0,Married,164,Production,Aban,38.27993255,17.67241379,44.7761194
Female,1,0,HighSchool,40,Autoconer,Qom,0,Single,101,Production,Farvardin,38.27993255,33.58633776,36.50485437
Male,1,0,Bachelor,29,Electronic,Qom,7,Married,176,Production,Dey,32.32405892,40.17094017,33.28748281
Female,0,0,Diploma,34,Ring,Qom,0,Married,164,Production,Shahrivar,38.27993255,36.96275072,33.28748281
Female,1,0,HighSchool,39,Flyer,Hamadan,0,Married,160,Production,Mordad,38.27993255,33.58633776,36.50485437
Female,0,0,Diploma,43,Maintenance and Repairs,Blue,99,Single,160,Production,Shahrivar,38.27993255,36.96275072,44.7761194
Female,1,0,HighSchool,38,Autoconer,Hamadan,0,Married,160,Production,Shahrivar,38.27993255,33.58633776,36.50485437
Female,0,0,HighSchool,23,Ring,Mirage,2,Married,163,Production,Esfand,38.27993255,33.58633776,28.90625
Female,1,3,Diploma,39,Ring,Zanjan,14,Married,160,Production,Shahrivar,38.27993255,36.96275072,36.50485437
Male,0,0,Diploma,27,Packing,Shazand (Arak),0,Married,170,Production,Aban,32.32405892,36.96275072,33.28748281
Female,1,1,Elementary,22,Maintenance and Repairs,Khuzestan,0,Single,130,Production,Dey,38.27993255,17.67241379,28.90625
Female,0,0,Elementary,32,Ring,Arak,0,Married,151,Production,Farvardin,38.27993255,17.67241379,33.28748281
Female,1,0,Diploma,24,Comber,Qom,0,Single,162,Production,Khordad,38.27993255,36.96275072,28.90625
Female,0,0,Diploma,41,Ring,Abadan,0,Married,164,Production,Tir,38.27993255,36.96275072,36.50485437
Female,1,0,Elementary,38,Maintenance and Repairs,Kerman,0,Married,161,Production,Esfand,38.27993255,17.67241379,36.50485437
Female,0,0,Elementary,31,Ring,Indian,0,Married,83,Production,Dey,38.27993255,17.67241379,33.28748281
Female,0,0,Elementary,26,Ring,Qom,0,Single,165,Production,Bahman,38.27993255,17.67241379,28.90625
Female,0,0,Elementary,19,Ring,Qom,0,Single,162,Production,Esfand,38.27993255,17.67241379,46.15384615
Female,0,0,PostDiploma,24,Ring,Qom,0,Married,154,Production,Mordad,38.27993255,39.78494624,28.90625
Male,0,0,Elementary,27,Jet,Qom,0,Single,176,Production,Esfand,32.32405892,17.67241379,33.28748281
Female,0,0,Diploma,24,Ring,Qom,0,Married,163,Production,Azar,38.27993255,36.96275072,28.90625
Female,0,0,Elementary,24,Ring,Qom,0,Married,78,Production,Dey,38.27993255,17.67241379,28.90625
Female,1,0,Diploma,34,Ring,Qom,0,Married,163,Production,Esfand,38.27993255,36.96275072,33.28748281
Female,0,0,Elementary,26,Ring,Qom,0,Single,162,Production,Azar,38.27993255,17.67241379,28.90625
Male,1,0,Elementary,38,Warehouse,Lorestan,29,Married,171,Production,Ordibehesht,32.32405892,17.67241379,36.50485437
Female,1,0,Diploma,42,Autoconer,Qazvin,17,Married,152,Production,Farvardin,38.27993255,36.96275072,44.7761194
Female,1,0,Bachelor,46,Ring,Qom,0,Single,162,Production,Azar,38.27993255,40.17094017,44.7761194
Female,1,0,Elementary,24,Flyer,Qom,0,Single,165,Production,Ordibehesht,38.27993255,17.67241379,28.90625
Female,1,0,Bachelor,39,Ring,Qom,3,Married,159,Production,Esfand,38.27993255,40.17094017,36.50485437
Female,0,0,Elementary,23,Ring,Poldokhtar,0,Single,162,Production,Mehr,38.27993255,17.67241379,28.90625
Male,0,0,Elementary,33,Maintenance and Repairs,Qom,0,Single,155,Production,Dey,32.32405892,17.67241379,33.28748281
Male,0,0,Elementary,29,Jet,Qom,0,Married,174,Production,Ordibehesht,32.32405892,17.67241379,33.28748281
Female,0,0,Diploma,24,Ring,Diploma,0,Single,162,Production,Mehr,38.27993255,36.96275072,28.90625
Male,0,0,Elementary,29,Flyer,Qom,0,Married,173,Production,Azar,32.32405892,17.67241379,33.28748281
Female,0,0,Elementary,36,Ring,Arak,0,Single,153,Production,Mehr,38.27993255,17.67241379,36.50485437
Male,0,0,Diploma,3,Open End,Iraq,0,Married,181,Production,Mordad,32.32405892,36.96275072,34.40443213
Female,1,0,Diploma,43,Autoconer,Qom,0,Single,162,Production,Khordad,38.27993255,36.96275072,44.7761194
Female,0,0,Elementary,40,Ring,Arak,0,Married,153,Production,Bahman,38.27993255,17.67241379,36.50485437
Male,0,0,Diploma,28,Maintenance and Repairs,Qom,17,Single,176,Production,Bahman,32.32405892,36.96275072,33.28748281
Female,0,0,Diploma,30,Ring,Qom,0,Single,104,Production,Dey,38.27993255,36.96275072,33.28748281
Female,1,0,HighSchool,29,Doubling,Khuzestan,82,Married,162,Production,Bahman,38.27993255,33.58633776,33.28748281
Female,0,0,HighSchool,30,Ring,Mahshahr,46,Single,96,Production,Dey,38.27993255,33.58633776,33.28748281
Female,1,0,HighSchool,24,Ring,Khuzestan,0,Single,162,Production,Esfand,38.27993255,33.58633776,28.90625
Female,0,0,Bachelor,33,Ring,Ahwaz,0,Married,160,Production,Aban,38.27993255,40.17094017,33.28748281
Male,0,0,Diploma,36,Facilities,Qom,60,Married,165,Production,Mordad,32.32405892,36.96275072,36.50485437
Female,0,0,Diploma,23,Ring,Qom,0,Married,164,Production,Aban,38.27993255,36.96275072,28.90625
Female,1,0,HighSchool,38,Ring,Tafresh,76,Married,170,Production,Tir,38.27993255,33.58633776,36.50485437
Female,0,0,Elementary,40,Ring,Gorgan,0,Married,104,Production,Farvardin,38.27993255,17.67241379,36.50485437
Male,0,0,Elementary,36,Security,Qom,0,Married,156,Production,Dey,32.32405892,17.67241379,36.50485437
Female,1,0,HighSchool,24,Autoconer,Khuzestan,0,Single,162,Production,Esfand,38.27993255,33.58633776,28.90625
Female,0,0,Elementary,32,Ring,Khorramshahr,0,Married,83,Production,Dey,38.27993255,17.67241379,33.28748281
Female,0,0,Elementary,45,Autoconer,Farahan,0,Married,162,Production,Esfand,38.27993255,17.67241379,44.7761194
Male,0,0,Bachelor,29,Electronic,Qom,78,Married,175,Electronic,Bahman,32.32405892,40.17094017,33.28748281
Male,0,1,Elementary,30,Warehouse,Khorramabad,52,Married,178,Production,Esfand,32.32405892,17.67241379,33.28748281
Male,0,0,Elementary,40,Ring,Qom,124,Married,176,Production,Mehr,32.32405892,17.67241379,36.50485437
Female,1,0,HighSchool,21,Passage,Qom,0,Married,127,Production,Dey,38.27993255,33.58633776,46.15384615
Male,1,0,HighSchool,30,Passage,Central,0,Single,175,Production,Farvardin,32.32405892,33.58633776,33.28748281
Male,0,0,Master,34,Technical and Engineering,Lahijan,44,Married,172,Production,Esfand,32.32405892,48.38709677,33.28748281
Female,0,0,Diploma,42,Flyer,Tehran,0,Married,131,Production,Dey,38.27993255,36.96275072,44.7761194
Female,0,1,Diploma,42,Flyer,Tehran,0,Married,136,Production,Dey,38.27993255,36.96275072,44.7761194
Male,0,0,Elementary,33,Flyer,Hovey,0,Married,171,Production,Azar,32.32405892,17.67241379,33.28748281
Male,0,0,Diploma,29,Packing,Shush,11,Single,169,Production,Aban,32.32405892,36.96275072,33.28748281
Male,1,0,Master,37,Safety,Lorestan,47,Married,172,Electronic,Esfand,32.32405892,48.38709677,36.50485437
Male,0,1,Diploma,33,Carding,Saveh,11,Married,116,Production,Mordad,32.32405892,36.96275072,33.28748281
Male,1,0,Diploma,29,Security,Qom,0,Married,169,Production,Dey,32.32405892,36.96275072,33.28748281
Male,1,0,Bachelor,31,Electronic,Yazd,24,Single,179,Production,Aban,32.32405892,40.17094017,33.28748281
Female,0,0,Diploma,38,Packing,Qom,0,Single,123,Production,Dey,38.27993255,36.96275072,36.50485437
Male,0,0,HighSchool,32,Facilities,Qom,0,Single,156,Production,Dey,32.32405892,33.58633776,33.28748281
Female,0,0,HighSchool,31,Ring,Falcon Fortress,0,Married,162,Production,Shahrivar,38.27993255,33.58633776,33.28748281
Male,0,0,Bachelor,29,Facilities,Durrod,16,Married,170,Production,Mordad,32.32405892,40.17094017,33.28748281
Male,0,0,Bachelor,28,Facilities,Durrod,0,Single,174,Production,Mordad,32.32405892,40.17094017,33.28748281
Female,0,0,Diploma,38,Packing,Khosro Abbas,0,Married,161,Production,Shahrivar,38.27993255,36.96275072,36.50485437
Male,0,0,Bachelor,31,Jet,Mashhad,0,Single,176,Production,Tir,32.32405892,40.17094017,33.28748281
Male,0,0,Elementary,31,Jet,Khorramabad,47,Married,174,Production,Shahrivar,32.32405892,17.67241379,33.28748281
Male,0,3,Diploma,45,Doubling,Zanjan,40,Married,164,Production,Mordad,32.32405892,36.96275072,44.7761194
Male,0,0,Diploma,24,Warehouse,Qom,0,Single,172,Production,Bahman,32.32405892,36.96275072,28.90625
Female,0,0,Elementary,25,Ring,Qom,0,Single,165,Production,Bahman,38.27993255,17.67241379,28.90625
Female,0,3,Elementary,35,Autoconer,Qom,0,Married,162,Production,Esfand,38.27993255,17.67241379,36.50485437
Female,0,0,Bachelor,39,Financial,Karaj,0,Married,162,Production,Tir,38.27993255,40.17094017,36.50485437
Male,0,0,Diploma,28,Packing,Qom,41,Single,174,Production,Mehr,32.32405892,36.96275072,33.28748281
Male,0,0,Diploma,24,Packing,Mahns,0,Single,177,Production,Khordad,32.32405892,36.96275072,28.90625
Male,0,0,Bachelor,33,Open End,Qom,18,Single,176,Production,Azar,32.32405892,40.17094017,33.28748281
Male,0,0,Diploma,26,Carding,Zanjan,0,Single,176,Production,Mehr,32.32405892,36.96275072,28.90625
Female,0,0,Diploma,22,Ring,Qom,0,Single,162,Production,Esfand,38.27993255,36.96275072,28.90625
Male,0,0,Diploma,26,Facilities,Qom,0,Single,176,Production,Azar,32.32405892,36.96275072,28.90625
Male,0,2,Elementary,39,Press,Ahwaz,4,Married,168,Production,Mordad,32.32405892,17.67241379,36.50485437
Female,1,0,Bachelor,27,Packing,Kohgiluyeh and Boyer Ahmad,5,Single,159,Production,Ordibehesht,38.27993255,40.17094017,33.28748281
Female,0,0,Bachelor,39,HR and Training,Golpayegan,51,Single,159,HR and Office,Aban,38.27993255,40.17094017,36.50485437
Male,0,0,Bachelor,32,Facilities,Qom,5,Single,176,Production,Shahrivar,32.32405892,40.17094017,33.28748281
Male,0,0,PostDiploma,28,Facilities,Tafresh,1,Single,176,Production,Aban,32.32405892,39.78494624,33.28748281
Male,0,0,Bachelor,28,Indutrial Engineering,Oligodarz,0,Single,180,Production,Farvardin,32.32405892,40.17094017,33.28748281
Male,0,0,Diploma,32,Ring,Saveh,52,Married,177,Production,Tir,32.32405892,36.96275072,33.28748281
Female,1,0,Master,30,Business,Qom,0,Single,161,Production,Shahrivar,38.27993255,48.38709677,33.28748281
Female,0,0,Bachelor,24,Laboratory,Qom,0,Married,162,Industrial Engineering,Azar,38.27993255,40.17094017,28.90625
Female,0,0,Diploma,33,Packing,Vineyard,33,Married,160,Production,Mordad,38.27993255,36.96275072,33.28748281
Female,0,0,HighSchool,45,Packing,Qom,0,Married,163,Production,Mordad,38.27993255,33.58633776,44.7761194
Female,0,2,HighSchool,35,Packing,Tehran,0,Married,169,Production,Ordibehesht,38.27993255,33.58633776,36.50485437
Male,0,0,Elementary,25,Autoconer,Zanjan,0,Single,161,Production,Dey,32.32405892,17.67241379,28.90625
Male,0,0,HighSchool,36,Packing,Rosen,0,Married,170,Production,Tir,32.32405892,33.58633776,36.50485437
Female,0,0,Diploma,27,Ring,Qom,0,Married,166,Production,Ordibehesht,38.27993255,36.96275072,33.28748281
Male,1,0,Diploma,34,Packing,West Azerbaijan,78,Married,176,Production,Azar,32.32405892,36.96275072,33.28748281
Male,0,0,Diploma,38,Press,Qom,141,Single,173,Production,Azar,32.32405892,36.96275072,36.50485437
Male,0,0,Diploma,24,Press,Mahns,0,Married,176,Production,Tir,32.32405892,36.96275072,28.90625
Female,1,2,Diploma,41,Comber,Qom,52,Married,162,Production,Bahman,38.27993255,36.96275072,36.50485437
Female,0,2,Elementary,40,Packing,Larestan,0,Single,162,Production,Aban,38.27993255,17.67241379,36.50485437
Male,0,0,Diploma,30,Packing,Zanjan,7,Married,170,Production,Khordad,32.32405892,36.96275072,33.28748281
Female,1,1,Diploma,38,Maintenance and Repairs,Khuzestan,49,Married,163,Production,Ordibehesht,38.27993255,36.96275072,36.50485437
Male,0,1,Diploma,39,Facilities,Shushtar,104,Married,171,Production,Shahrivar,32.32405892,36.96275072,36.50485437
Female,1,1,Diploma,40,Maintenance and Repairs,Lorestan,86,Married,161,Production,Tir,38.27993255,36.96275072,36.50485437
Female,1,1,Diploma,40,Maintenance and Repairs,Lorestan,86,Single,161,Production,Tir,38.27993255,36.96275072,36.50485437
Female,0,0,Diploma,42,Ring,Qom,0,Married,165,Production,Tir,38.27993255,36.96275072,44.7761194
Male,0,5,Diploma,44,Electronic,Qom,76,Married,172,Production,Mordad,32.32405892,36.96275072,44.7761194
Male,1,0,HighSchool,24,Open End,Arak,17,Single,172,Production,Mordad,32.32405892,33.58633776,28.90625
Female,0,1,Diploma,41,Ring,Qom,55,Married,162,Production,Khordad,38.27993255,36.96275072,36.50485437
Male,1,0,Diploma,34,Packing,Central,0,Single,169,Production,Ordibehesht,32.32405892,36.96275072,33.28748281
Female,0,0,Elementary,24,Maintenance and Repairs,Qom,0,Single,161,Production,Tir,38.27993255,17.67241379,28.90625
Female,0,0,Diploma,37,Ring,Qom,0,Married,163,Production,Esfand,38.27993255,36.96275072,36.50485437
Female,0,0,Diploma,28,Ring,Rudsar,0,Married,164,Production,Mordad,38.27993255,36.96275072,33.28748281
Female,0,0,Elementary,3,Ring,Ahwaz,0,Single,161,Production,Mehr,38.27993255,17.67241379,34.40443213
Female,0,0,Elementary,22,Packing,Qom,0,Single,160,Production,Tir,38.27993255,17.67241379,28.90625
Male,1,0,Diploma,27,Carding,Qom,8,Single,177,Production,Khordad,32.32405892,36.96275072,33.28748281
Female,1,0,Bachelor,35,Comber,Lorestan,0,Single,161,Production,Ordibehesht,38.27993255,40.17094017,36.50485437
Female,0,0,Elementary,34,Ring,Shush,14,Married,161,Production,Mordad,38.27993255,17.67241379,33.28748281
Male,0,2,Elementary,39,Warehouse,Tafresh,87,Married,171,Production,Shahrivar,32.32405892,17.67241379,36.50485437
Female,0,0,Master,37,Office,Tehran,0,Single,172,Production,Azar,38.27993255,48.38709677,36.50485437
Female,0,0,Diploma,22,Ring,Khorramabad,0,Single,118,Production,Dey,38.27993255,36.96275072,28.90625
Female,0,2,HighSchool,38,Ring,Qom,11,Married,118,Production,Dey,38.27993255,33.58633776,36.50485437
Male,0,0,Bachelor,29,Office,Qom,54,Single,159,HR and Office,Mordad,32.32405892,40.17094017,33.28748281
Male,0,2,HighSchool,41,Passage,Qom,0,Married,155,Production,Dey,32.32405892,33.58633776,36.50485437
Female,0,0,Elementary,25,Ring,Qom,0,Married,162,Production,Shahrivar,38.27993255,17.67241379,28.90625
Female,0,2,Elementary,34,Ring,Kermanshah,20,Married,162,Production,Khordad,38.27993255,17.67241379,33.28748281
Male,0,0,Diploma,26,Autoconer,Khorramabad,30,Single,178,Production,Bahman,32.32405892,36.96275072,28.90625
Female,0,1,Elementary,42,Ring,Qom,0,Married,141,Production,Farvardin,38.27993255,17.67241379,44.7761194
Male,0,0,Elementary,32,Press,Qom,0,Married,173,Production,Tir,32.32405892,17.67241379,33.28748281
Male,0,0,Elementary,22,Ring,Qom,9,Single,178,Production,Esfand,32.32405892,17.67241379,28.90625
Male,1,1,Bachelor,35,Electronic,Fars,6,Married,175,Electronic,Ordibehesht,32.32405892,40.17094017,36.50485437
Male,1,2,HighSchool,39,Maintenance and Repairs,Qom,97,Married,171,Production,Tir,32.32405892,33.58633776,36.50485437
Male,1,2,Elementary,38,Packing,Lorestan,24,Married,169,Production,Esfand,32.32405892,17.67241379,36.50485437
Male,1,0,Diploma,26,Autoconer,Qom,0,Single,175,Production,Bahman,32.32405892,36.96275072,28.90625
Male,0,2,Elementary,38,Jet,Neighborhoods,173,Married,171,Production,Farvardin,32.32405892,17.67241379,36.50485437
Female,1,0,Elementary,38,Autoconer,Lorestan,7,Married,161,Production,Shahrivar,38.27993255,17.67241379,36.50485437
Female,1,0,Diploma,29,Comber,Qom,48,Married,157,Production,Mordad,38.27993255,36.96275072,33.28748281
Male,1,0,Diploma,34,Flyer,Lorestan,0,Single,174,Production,Esfand,32.32405892,36.96275072,33.28748281
Female,1,0,Bachelor,27,Packing,Qom,5,Single,164,Production,Esfand,38.27993255,40.17094017,33.28748281
Female,1,2,Elementary,40,Packing,Khuzestan,32,Married,162,Production,Shahrivar,38.27993255,17.67241379,36.50485437
Female,0,1,Elementary,32,Ring,Qom,0,Married,163,Production,Tir,38.27993255,17.67241379,33.28748281
Female,0,0,Elementary,29,Ring,Qom,0,Married,162,Production,Shahrivar,38.27993255,17.67241379,33.28748281
Male,0,0,Elementary,25,Ring,Ahwaz,17,Single,182,Production,Aban,32.32405892,17.67241379,28.90625
Male,0,0,Bachelor,34,Electronic,Qom,1,Single,122,Production,Mordad,32.32405892,40.17094017,33.28748281
Male,0,0,Elementary,34,Flyer,Khorobiabank,0,Married,174,Production,Khordad,32.32405892,17.67241379,33.28748281
Male,0,0,Elementary,33,Flyer,Khorobiabank,0,Married,173,Production,Khordad,32.32405892,17.67241379,33.28748281
Female,1,0,Diploma,35,Flyer,Khuzestan,0,Single,162,Production,Mehr,38.27993255,36.96275072,36.50485437
Male,0,0,Elementary,28,Ring,Qom,0,Married,177,Production,Farvardin,32.32405892,17.67241379,33.28748281
Female,0,0,Elementary,39,Ring,Shush,1,Married,86,Production,Farvardin,38.27993255,17.67241379,36.50485437
Male,0,0,Elementary,34,Flyer,Qom,0,Married,174,Production,Tir,32.32405892,17.67241379,33.28748281
Female,0,1,Elementary,32,Ring,Baghmank,0,Married,164,Production,Tir,38.27993255,17.67241379,33.28748281
Female,1,1,HighSchool,32,Ring,Qom,0,Married,166,Production,Tir,38.27993255,33.58633776,33.28748281
Male,0,2,Elementary,41,Maintenance and Repairs,Qom,194,Married,172,Production,Bahman,32.32405892,17.67241379,36.50485437
Female,1,3,Bachelor,43,Maintenance and Repairs,East Azerbaijan,0,Married,161,Production,Mehr,38.27993255,40.17094017,44.7761194
Female,1,1,HighSchool,39,Autoconer,Qom,0,Married,68,Production,Farvardin,38.27993255,33.58633776,36.50485437
Female,0,2,Elementary,41,Ring,Boyer Ahmad,0,Married,116,Production,Farvardin,38.27993255,17.67241379,36.50485437
Female,0,1,Elementary,45,Autoconer,Khorramabad,120,Married,159,Production,Khordad,38.27993255,17.67241379,44.7761194
Male,0,0,Elementary,35,Flyer,Qom,0,Married,177,Production,Azar,32.32405892,17.67241379,36.50485437
Male,1,0,Elementary,31,Press,Qom,2,Single,172,Production,Aban,32.32405892,17.67241379,33.28748281
Male,0,0,Elementary,34,Ring,Abadan,113,Single,171,Production,Tir,32.32405892,17.67241379,33.28748281
Female,1,2,Elementary,37,Packing,Ahwaz,0,Married,160,Production,Khordad,38.27993255,17.67241379,36.50485437
Male,0,0,Elementary,26,Ring,Qom,2,Married,177,Production,Khordad,32.32405892,17.67241379,28.90625
Male,0,0,Elementary,23,Packing,Qom,0,Single,171,Production,Bahman,32.32405892,17.67241379,28.90625
Male,0,0,Elementary,24,Packing,Qom,1,Single,176,Production,Farvardin,32.32405892,17.67241379,28.90625
Male,0,0,Elementary,33,Flyer,Qom,0,Married,174,Production,Ordibehesht,32.32405892,17.67241379,33.28748281
Female,1,2,Elementary,40,Ring,Khuzestan,0,Married,162,Production,Khordad,38.27993255,17.67241379,36.50485437
